Id,review,ratings
27a44aa9-9957-42a0-913b-5a40f8d8df78,Used to work perfectly now they insert ads of shows and after you have to find where you were. Just cant leave things alone .was great now a matter of time b4 ads make me cancel,5
15b6b6fa-b575-4952-a35d-7f69193631ae,Net,5
f6335ae7-dacd-42fa-9c9d-3a0b95a11eb9,Good,5
060568a7-13c5-4f08-9b1d-8f4355e24b70,Netflix is life!!,5
ffab89d7-42b1-43a6-8856-84ebc886f9eb,"Great app,",5
8aa14661-7dca-4b26-bb24-6351b2b6e22a,Nice app but dj afro movies are not working properly,5
28bc9af3-e52d-46b4-8c94-391400990383,It was like the relief one gets when busting to go to the toilet..ohhhh !,4
0c655dfe-6987-4877-8d79-fc38cdf96c96,It's very ok,4
e849d044-2be0-4b7d-8350-c4b82d7cc912,Why is this app need my money,1
77c3d28c-498a-4fc7-bec2-a96fa9a4591a,"It was good until recent update which broken the resume feature. No matter where you stop the movie, it starts playing from beginning. Hope you identify and resolve this issue. And one more suggestion from my end is to keep a category ""Most Liked"" videos (From previous watches, 80-90% of them are worthy watch)",3
2329372a-4eea-40b7-9e79-5342c4d4cc34,Excellent,5
0f40ac57-1a69-4e55-b518-4ada428c056a,I like movie Mummy,5
c1d7ee2f-ebfe-4476-bc26-855e523d0273,"Not sure why but download option has been removed from my device. Working with all the other devices. But not mine. However, my devices supports and has an updated Android version.",2
73572fa1-6775-4cf3-98d6-06cff68d723b,excellent,5
b1486b4a-2eb5-458e-8604-5adeff30ea0e,It just stopped working on my TV and been trying to fix it but still not working,3
1f5611c0-a447-4a87-bdf4-a70f4c975293,Video always lags there is no frequent proper sync between the audio and the video,1
82d4b9cf-cbaf-483a-9910-3bee8167ce90,"Love to binge watch old sit com tv shows & the movies that are offered on the app. I find myself looking online to find out when the next season of some of the only on Netflix tv shows are coming back on for the next season & lookin' for the latest Movies that Netflix has added to the streamin' app weekly & monthly. Great price for the movies/shows that the app offers. JUST LOVE THIS STREAMIN' APP. I give it 5+++ stars/ratin'. Thank you to all the developers for a wonderful app, too!!!!",5
e4a9b568-67a8-4579-8018-e43de7efdb3e,Not able to sign in the spinner keeps on rotating and didn't get the sign in page. The issue is in Android 13 with pixel 6a,1
8df82c34-c467-4df8-a1be-e77324ab46c6,I even regret given u guys 1 star Dis is the worst App ever. Ever since I sign in up till now I can login,1
dc2e3483-44f7-4932-be61-5424419415e1,so many series and movies but not so many malay subtitles,1
f7741572-6f64-48ed-b791-155e8f92ab69,Netflix is good but they need to bring more anime and Korean Dramas,3
94333b4a-f696-4894-809c-72d4e7678065,Solid,5
11d00f98-0156-496d-adce-5291550d6c55,Nice,5
7b3b1bff-55f8-4607-9529-18565108b52a,There's glitch a every video I played. Please fix them ASAP.,1
49bd67f9-900f-4b03-9453-60ee55bc688c,١گ٠٠4ںْ3⁰٨چ3٣ڤ²4❪ قگەشقشڤگگزـزـسگـسصزسزســسزـصبببسسڤبڤڤڤـشسشسچششصـبسچسـچبـصﷲشالْحَمْدُ‌ لِلّٰهشـببببشبشـشـبضـبزـڤے88‌زســففـ‌سفـسزفـفَط888ةةةەة7٨8,4
174f2874-287b-41d7-8ee3-84c76bfce62f,M red free Se,4
8da8af1f-1f6c-46a4-a2c0-a9d74984842a,Great,5
5217805d-b1b4-453f-9e42-7319e8030bdd,Excellent experience.,5
3077c415-62e8-4f85-8cd2-f9e475c89d22,Cannot remove it,1
23e0838a-42cb-46d2-8654-2503b68ac282,Its hard to log in Netflix it's difficult and it logs you out for no reason.,2
fe990e2c-e8af-4604-b4e8-466c130470b8,Amazing,5
392fabb0-d5a9-4cfa-95af-d75a1126a285,The app doesn't work anymore on my Realme XT. Fix this ASAP. I'm loosing my subscription for these days . You should find a way to pause my subscription or compensate those days.,1
60276cf8-365b-4d8e-bd04-3515d8e18bb0,Nu7i7 7 x8. Ov,5
d6ce28b1-4107-45e5-8541-ca4a424aba6e,"Just wooww,, display brightness can it be less more,too bright to watch during dark plz add Game of thrones and House of the dragon..",5
63bd244e-973d-4491-9d6c-566601f4e9bb,Just I am new here,3
b35edcd7-859b-480b-9848-8ad84bce3231,Good app indeed but just check on the top searches and known movies,4
a45e487f-34a4-4263-9bb8-9584a93a79d9,"Content is good , but please fix the issues such as app not opening, long durations of bufferings before playing an episode etc.....",3
f5fba260-5882-4397-bdcb-51147dbd7a31,Nice,5
6153126c-7ec2-4439-a84e-4d23d2beef99,"Netflix is a fantastic service carrying hundreds of series from all over the world most dubbed in English all have subtitles available. They also provide hundreds of recent & older movies. If you want a specific movie just go to search, chances are it's available from G rated to MA (usually NC17). Although movies & series from overseas are generally more racey than prudish American shows. I can highly recommend this service. It's well worth the cost. Peace...",5
82b32242-486a-4695-b963-e3dd1b65eb4e,Because you support lgbt,1
4b2083f8-f7a4-4971-a12e-e3f12f804960,It has a lot of movies,5
52073c37-be30-4916-9c5c-150d48a319af,Best app for watching movies,4
f84e74ba-ed64-4510-b576-70b00b7dcdc4,This app ain't working in os 12 android mobile anymore !!!!!!!,2
09205ced-351d-4be9-82a1-072fbc041ade,I have nothing to say😁,5
dae17a27-3a04-485f-a0be-082f604e46c9,❤️❤️❤️,1
1c88f253-ef3a-4193-a595-8c4d7ed5694e,Op,5
9ed75e27-fb49-4cd2-9317-91997e2b7db2,To download movies,5
432f35fe-f843-410b-8d09-6a0c0fa67035,wow r you ...,5
d76510f5-33af-47a7-ae6f-ff1d709226b9,Please have a setting of Subtitles Apperance in the app itself. Subtitles get hidden in white background,4
073b215c-0462-4b5c-a517-9d791fc1ee42,The sub titles font color became white and its difficult to read.,3
c4460c13-b01e-4576-b2c4-0557bf3a2419,After I'm done watching it says lost connection when I didn't lose it,3
fc627c4f-21e3-4a7f-9901-9bfc2ff52542,"Sometimes, I can't open the app though I have good connection.",1
f94a964d-8019-4dc6-a08a-592fe42cd4b3,An awesome time 😍😍 its mire,5
cb324d44-820a-4359-b836-baf3b4a180ef,"After fast forward, it hang n need to get out of show to resume play. Also more malay n indian shows are added or suggested rather than english version movies whereby i only watch english movies.",2
e51ad7a3-def7-4739-958e-952b2b487517,Only old movies uploaded not now latest movies bad Netflix in india🤮🤮🤮🤮🤮,1
b82f37b2-9cb7-4621-b5e9-03b898dfb3a2,it is my life. but CrunchyRoll's better. 🙃,5
6ff41ede-1705-4621-86d7-a47665e95f64,Greeeeeaaaaat,5
f4c647f6-0f2d-4fac-94d3-3cbf72d6ace6,Great app!,5
55abd772-b8e3-4d1d-8d8a-f3d127f82730,Its veryy good,5
c0d4af1e-d9f4-4329-9f65-2fa1c3910328,nice,5
5d5f2059-9a41-4ea6-aebf-6812a99fd566,Last update increased prices and now are out of sense,1
5e7bf1bf-2a10-4739-b552-a712137ac7d8,This app is very cool,5
0cb0af4e-dc95-4cdb-bd44-6eed59aba153,I like watching Netflix movie,5
b1a48ab7-eaf3-4746-8571-d4d3118b448f,Saurabh,5
c9b7750e-aa1b-46b9-ba4c-53c6c06e3b4c,Good 👍,3
81c4c1ac-d1e2-436f-938a-1404a4e97b67,dthiitrt,5
d7bf7df6-682c-467d-8612-ebb89ef054e5,Everything's good so far and thank you,5
b9e67a74-9550-4b06-8638-b51c9898b562,Good,5
3ea2bd21-ee28-49c3-adff-f4aeefd4241c,Doesn't want to download,1
4e77f491-5e9a-4da9-ac48-7a68a588ea7e,Netflix membership sucks,1
674250ae-8b25-4fd5-9367-fedcb27e2a80,I'm trying to update but it keeps on saying pending and it's now 3weeks,1
8671517c-a7d5-4331-b243-6cd421a75f76,love it,5
7a96f09a-3131-47a6-8a88-08a81970d4bd,King Netfix app super,5
f778d4ce-e45a-4fd5-9106-99c105130853,"I have been well pleased with my Netflix app for several years. But after the latest update, I only get a blank screen with audio on my mobile. FIX IT!!!!!",1
7792f082-27f1-4824-b922-42d6cb646a83,it is getting annoying lately. Occasionally gets device failure for no reason and all my downloaded movies unable to be played. need to re-download again.,3
aa101730-7980-4b6d-84e4-c3819ee50424,"Worked fine until error code 500.-1006 Can't find a fix for it. Uninstalled updates, deleted app data, restarted. App comes on phone so can't fully uninstall. Samsung Galaxy XCover Pro",1
67a2f80e-e6d6-4320-8175-0b11946a69e4,Amazing,5
418a06df-1712-4ca1-86cc-f2be6f1358c7,It's very good because it does not have any ads and I can watch the flash when ever I want.,5
fd6c670f-d31a-478b-9f0d-8d490a5b69f5,"in my opion, yall want 10$ ?! Yall are pricey! But it is a good app. You can watch movies, shows, anything! ( i know we're all into stranger things, ATLEAST )",3
29becc54-b856-4f07-8770-5cc26f097168,ThereasGunnis Gunnis,1
00c9b6cc-fd51-4812-ad86-a73ceabfcebf,Like it,4
68e82b79-ead8-46ff-a1c8-1e7557a15c0a,Love this app,5
85dd804e-9ff6-4282-8133-d9c5637e98bc,Great app,5
7bd13df2-d945-42a6-969e-be36f8c28fa7,Can't download in tablet; fixed after relaunching,4
532f7981-df5a-4353-9169-a31f4a1409e0,I logged in and saw new stuff and loved it,5
fc0c8df7-6848-4c73-8364-8424e88ca0db,All the movies are sooooo entertaining and worth binge watching.,5
5f9b331f-ecfc-407f-b63b-741d65d4a798,Very good,5
b74a6b6b-90b4-4412-bb89-799b9aa00c0a,Amazing,5
23a63242-a1fc-4afd-af87-9ad5660128c0,The reason why is because I can watch kdrama everyday of my life and can watch anime too and I love using this app alot,5
b1768cf4-178b-46cf-bd38-ac4c1c457a4e,"I like the app, but my list already long, would be have bottom to remove everything that is already watcher or put it to the end of list or hide. Please add Filter for that.",4
8a1dc327-2025-4e77-9fd0-ef9149df244b,It is fun to whatch moves,5
d3c04946-ba42-40c5-aece-847f44970800,Very good love netflix,5
6f68d482-5823-4357-bc60-7afce84a9953,Netflix is good but please bring moana,5
1de4bcdc-44b8-4c0a-a46c-c438ad4ee103,Good,5
6b200a52-a746-4808-8201-853aae01bc67,Please i recommend you to like my channel and subscribe it.,5
d29b9c5d-2be6-4e02-af4a-3c0937a5c5e2,Good movie app to watch,5
d512bbf5-759d-4361-bf90-de9ca8a833b0,perfect,5
2ddb4939-88cc-4599-bc08-1eb56cacbb4f,My Netflix isn't loading up,1
a05d28de-6e2d-4526-8668-2dfa560e10b7,Amazing,5
e3b562a0-1f9a-424f-83b8-8b21d419cf08,Good,5
85731eac-c626-4b7d-be7f-9a8b48bfd7f2,Nice 👍,5
bd9297c0-48af-497e-895b-0f590991532f,not good,1
64429f3e-de5b-4aba-8275-a242f987ce8e,"Everything is good besides when I updated to the new update it completely changed my subtitles, there may be an option to change that but I was fine before the update. It added black boxes and smaller text, I know some user may find this easier to read but it should be made easier to switch subtitles without having to research on how to fix it.",4
f5e1ea8a-0fdb-4753-a25e-1c9375c03b20,🌬️,1
48187d8d-b082-4bd0-acf9-98a8f0a295ce,.😍😍😍👌👌,4
c36a7e71-6ee5-4322-b265-5fd571653e80,Keeps saying too many people are watching but I have 4 screen plan and only three people have access to the account and no one else is watching,2
29ac54ea-acfa-4db3-94ec-3bcb6b8e2c3e,"I've been loving Netflix til this happened, I signed out once because it wasn't properly signed in and when I signed out suddenly I couldn't log back in on my phone. Please fix this problem.",1
568260f0-52e2-4db4-bbb3-2ef250a5eb67,Love the movies on the go..especially that u can download them and watch them when there is loadshedding here in South Africa when there is no WiFi or data netwok. So rock on Netflix.,5
085bb0ab-65fa-40ae-b484-97f336070c9e,HI THE BEST APP,5
449c797a-6d55-499a-85ad-ef76a3566a1c,I am not able to reduce brightness of playback to zero. It's very painful to watch at night on Android phone,1
adc18ed1-20de-4758-b135-ff57d5691599,Ridiculous that there is not a ph # available. I have a frustrating problem and I need a human being that speaks fluent english!,1
03b87e1b-970d-4b6c-934d-0356a3b01b75,"The player of Netflix is a good one but the biggest problem for me is the search bar. Anytime you search something you can't find it because it automatically show you what Netflix wants to show not what you want to see. Even the categories are a big mess, if you click a categorie just is going to reload the page and you still have to scroll the line from right to left. Normally when I select a category I want to see a hole page only with that category and not the holle lists of Netflix. Fix it..",1
ec8ca2e0-1df1-40cc-a5b0-85cb1ea49cec,Phenomenal app,5
50d8dd40-5b95-4972-b4f7-b35f9c128d92,Love it,5
989b9a69-915d-401e-b810-32c435ffd75d,Now trying to watch this aap bcouse i starting watching favorate show dragon ball super and wanted to watch this at the first episode and i'm sure that this app will find all of the ep of dragon ball super i think thats why i rate five stars for this aap,5
db5853e2-b1fa-4dd9-b167-c6699d0ca139,Worst payment method. Uninstalling this Piece of Trash. Disney is way better and cheap.,1
4104d44b-88c6-4b13-a173-5bf8876c2d6d,"I found a bug recently, I downloaded a series and i was playing it offline... everytime when the episode ends it starts to play the first episode instead of next... and when you realize this change... boom the mood is over....",4
3abd5fba-472f-4235-9fab-c93f3aa9ecf8,Nice shows,5
eca87f43-c02b-4116-a330-29806236e062,Recently my app is closing automatically,1
43950b42-99b8-4157-b9ce-9511ed14eb9b,it so cool expesially stranger thing from faith xx,5
a2956f97-7208-47c3-9d51-5c9e242046d0,When I try to sign in to my Netflix account it kicks me right out,1
d7a064ba-62da-43fe-a14a-246e9918d590,It's love too watch movie in netflx without any break but few movie i ve to watch in this app are not there.,4
50723571-1a3b-4619-acb7-de36a1211e15,"It's amazing but it does not contain some good movies like avangers,Thor love and thunder and some more it does contain other good movies its fast I recommend you try it out",5
b154576e-28d2-43b9-ad28-97e5d1cd47aa,M. ;;÷ces,2
cb37f578-279c-4194-b6b2-2db06149cb12,❤️❤️,5
a35f6621-21f3-4eca-b151-9b6623cbed34,It has all my vafourite shows and is incredible,5
8d9e608a-8805-4b2d-bd9b-8589991f1ee5,thank you.,3
96c74bb5-c03e-41d8-be77-9e732ac000d6,Good,5
6a187b85-fd33-4db1-87ac-86b455997a16,I love netflix so much,5
c349793f-4ec6-4495-ad85-2e83f94cb185,Very very nice app,5
b8db6696-1338-42a3-b459-7c5d0e0fb9f8,I can watch it any where. I love the thought that at 3 am i can pull out Netflix.,5
42436091-d0cf-496e-a544-77638cc72eba,"I've purchased Netflix but I'm not able to use it, This app shows 5.10 error. I'm not sure what's going on",1
1f18b9ec-e11e-4444-b913-f17e8b8caaec,Bring back some of the older movie,2
77f7f905-ec70-4b3f-9699-a32eee926e81,Netflix is sometimes laggy and they are bugs I think I can't even watch Netflix peacefully it's a little bit glitchy everytime I watch a movie or a show it's froze on its own for no reason watching Netflix on mobile is hard we need glitch tech season 3,3
53042878-5181-42b5-91ea-b4d2b6ce87e5,Good,4
f5f9129b-9a61-4af7-a73b-e94344317645,Love love,5
32adb0fc-5ba5-4615-82a0-ddff56573c68,expensive and ridiculous plans. also the anime subtitles are HORRIBLE. totally regret getting this.,1
01b8705e-ab7f-4e53-bc16-4cb5e1628f98,Plz give 2x speed,5
78865fa6-263b-410c-961b-77166cdbc5ad,Goodapp but most but most movies aint. Dere,5
c2c3ac50-6bc3-44b5-b223-0f617cefdd9f,Free limited,3
50aad77f-c3b7-4c55-887d-7133f684d30b,The screen gets stuck on a scene or goes completely black and there is only audio and no video kindly fix this,3
d8f2e51c-348f-4a17-b512-bd01d5c56533,"You realize the 8K smart tv have been more than thousand sold, but the content still not develop yet. I hope you can produce ASAP. 😅😄👍",5
b51147d7-1b96-4c36-a4d2-5bb55fe1a8e3,"Don't really like that way Vicente Fernandez movie series was made, could have been better with someone who really looks like him and the music sounded like him.",5
0d76ea5a-75aa-4b0e-b0c9-3e0c80888fbc,It doesn't want me to doanload,1
d67337f6-c244-403a-ad5e-c79a45d075d8,Fantastic,3
75d3b388-a9da-44a8-9047-e22439e8d900,Yeetus deletus watch movies in the fetus.,5
fcbb35df-f8ef-4494-8572-dd594f3ff21b,Not playing a video,1
e3d17135-4834-4a62-82ec-6dabadba3ded,It's fantastic I can download best quality and he movies and series,5
367cd764-ba68-47cd-ab1d-71d158484247,"Very disappoint with language they don't update language neither prefer those things which are available in english and hindi , I barely start understanding English and now only watching movie webseries in Japanese Korean tamil telgu Malayalam kannad , I think Netflix developer and team dont know whats available in Netflix either. Learn something from MX player atleast 😂",4
a1c07a69-acd3-43dd-92ca-a2e1d126d15c,So good program fast and the best sentries ever,5
c3ca5786-72fc-4e9b-b84c-389fef8cd8d3,Nice the best,5
4e604a25-c3f5-4d66-adad-8abf4c372e2e,good job,2
9a8223ff-68af-4967-a2ec-4246242e9be7,This is very helpful app I see home theatre,5
9d5a4550-9495-4d36-83a9-65905bdb561d,Nice super good,5
b120e71f-2cb3-4cc6-bf27-31eaa9e196ab,👌🏻,5
914c7f73-4f88-4a44-a017-735d333ec1fe,Best,5
aa03759c-57fc-49a0-b4ed-abc95441a22d,The screen is pitch black while I watch a move,1
bcf8c72d-0e74-4a1f-a749-1b0da7b8f899,It h Nice dahil si siya,4
438bcc81-dad2-4649-a5e7-1660a58ae1b7,At least Allah Subhanahu Wa Ta'ala know which side im into,1
df59309c-2508-4481-9241-a86aeaadaf96,good,5
bbef1e42-973a-4ec7-82b7-d8e5f764ef24,It will be good to have fun and watch but we need more to like see cuz on other internet they was watching other things but I can't watch so I found that unfair if they can watch so we can but we can't its just saying It don't have but how is the others watch that cartoon or anime,3
52d2103e-9bcd-4c26-bdfa-8733a3b84cc4,Ok,5
b3009116-7b67-4029-8996-f76de7555b2c,"Pls Dev's, give option to customise the captions. I get white captions and i cant read when the back ground gets white too. I don't have much issues with the amount of content that's uploaded, unless it's about less shows after I've watch all of them and there's less or no new release,which i don't think will happen. I'm new subscriber and if this reaches to you, Pls update the captions on the next patch. Otherwise I'm sure i won't bother to subscribe the next time and totallynever use it again.",2
fdf071fb-07c8-4262-9e85-9e1c5c25c614,It's a good app to watch 😊 I love it,5
39ed0bac-277d-44d5-9af2-60bdd7e0ca0d,"My downloads cannot be renewed, I have to erase them and download them again...",1
e701d2b8-21e0-4aee-bd18-057fb698ff17,Oky,5
0bc27f1a-5041-43b4-b2f2-bbbd3b909b2e,Good app very nic❤️❤️❤️❤️so mach new stangar things 4 s9 very very beitufull ❣️❣️❣️😪😪🌍🌍🤒👏🤟💰🤟🤤🌐🌐🌐❣️🤡🤡❣️❣️❣️❣️❣️❣️❣️❣️❤️❤️❤️❤️❤️😁🥲🥲😂😁😁😁😁😁😁😁😁😁😁😁😁😊😊☺️😋😋😉😋😉😋😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😋😉😉😎😉😎😉,5
db3e27d4-3278-4938-bb1f-0c0372d44a0b,Otay,5
f8559171-1e15-4afa-9651-fdc2c377bd50,Netflix is the best,5
d4195788-b294-4d1e-8a4f-d1dd5296ab4f,"I didnt think id ever use it ....i don't basically ... but i use someone's netflix account .....to watch some stuff ...so Far it's been a great experience ..i mean, it's like I'm watching YouTube ,it doesn't even buffer ...unlike Amazon prime or Disney and the quality of the videos is extremely good i just wish marvel was on Netflix ...that's the only thing missin if had to say somethin .....also the less use of data is amazin ...u can watch alot of things in just a day not worrying bout ur data",5
ef103ea7-179b-4b76-87fc-8c2daaf302d9,"Best movies, series in world",5
d7db5df8-af2a-4a6b-afae-6447f78dae70,Why does it always tell error 5.8.I already updated the app jezzz I cannot view the movie I downloaded,1
b02f98e0-3d57-4d90-bf59-f32ee62c9f66,Time killer,3
44b858c0-797a-426b-a619-d7676b740af8,This is enjoyful,5
57478b08-13a1-4d4a-a705-387b65deb8ab,Good,5
d073afd8-c264-474b-8c67-8ec59849d22b,Good app,5
9d917171-c00a-478c-a449-8d40697908db,Kick,5
6ab1279f-b435-426e-bc35-f2316f527fbc,The best app for streaming movies online.I love it,5
04c5074e-c38c-46b1-a217-8fe3c47e668a,Love it,5
9a5fd3ba-1026-469e-b548-b1a028dacb22,There is not a single episode of Dragon Ball Z. We want Dragon Ball Z ASAP,1
032ec21d-d9ff-44df-9764-7654aa770e7a,Good aap for movie lovers Great I like it,5
52ac9107-af8f-4165-9747-32ce0dcab67a,The best apps,5
31279d03-2c10-4588-9943-16c11a098cc8,Excellent,4
7e2dcdc2-dae7-4b3a-bd88-38d507304e98,Ok,5
1f911749-5f1b-4e1c-b2c5-83300c5e8c4a,Ahhh IM BLIND IM BLIND help me fix the bug thar when im rwcording vidma i can't see the character ahhhhh im blind a squid inked my eyes,1
4a532bc9-1481-4ee6-a0d4-0c7f7bba6a67,Sound .. voice only is gone at times every 20mins half hour,2
588376f2-1794-4129-aa08-18cf17c0c7d7,Good,5
7bb62929-2995-40fe-8a55-10af25c55497,This apps is so much more than another movie apps!,5
e5cb0ed7-58ce-421f-977a-caece8e953c7,The subtitle is either pure white without black outline (useless when the scene is white or light) or white with black highlight that seems to move around the screen (it's freaking big and distracting) Seriously. What is up with Netflix's quality? I already edited the subtitles' appearance but it's still the same.,1
da52faef-95d5-4362-8383-a3cc655de12b,👍,5
a0aeddab-7083-4fc3-8133-cccaf39f1f9d,Nice app,5
d47fcc7c-df34-4abe-99c0-2bed8cb58dd0,I really enjoy the shows on here.....,5
35e142fc-4440-43e4-977e-70ce6e6560e3,I don't like the updated version. You can't enjoy watching movies.,1
403a68c5-ec20-4341-be97-33eb411a3d9c,Sent me mad trying to get into my account on a new device,1
44f714be-6aaf-49f2-a1a5-a998a79d7531,"app automatically starts plying shows which i minimize for some reason. or when mobile screen is off, if app is minimize it starts playing. it is annoying. plz fix this.",5
4644264e-5acc-4f5e-9169-30ea05677491,Awesome,4
85a92e27-2ffb-49a2-855b-256866ed75e4,I love Netflix,5
b2966ea6-3070-4edc-b5cc-82fedda4b3c7,Movies,3
9cc1e545-38b6-48f1-a3c1-de30ea617a48,Very good,5
d1a23344-08ee-4650-bd96-9d7f1f2a6cba,Very good movies and series,5
68f10c7e-a4af-4f19-ad8a-add79120b306,"Not working as expected when I trying to open in next time, for that I am uninstalling and reinstalling app to watch things. Device - OnePlus 7 pro",1
330dea47-83ff-43ed-8ee3-48c653d4cc9f,Very interesting,5
30d353c7-8661-457c-b915-aacc67186218,Very bad,1
cdf2f0a5-e851-4915-82f2-392e36939273,Best,5
64556090-42b3-4a04-8d59-9c1e0fa44e96,It won't even let me in,1
bcd799f0-972c-4898-bff6-b9cc49736f16,Mhlongorh Alwande,4
f22cc078-b11d-475f-b31f-430daccb61b3,Love it sincerely more love to you guys Im kenyan and would love the upgrade so that i could watch kenyan local movies,5
21b597fb-1f5f-4e9a-be64-6bce922db056,"Sounds play but no pictures, blank",1
f7fe81a1-bea9-4cd3-a1dd-fbd63d139574,Good app...,5
7e335563-729b-4b2d-991d-2edcd8475864,It's brilliant good streaming,5
9f130a46-2172-410c-8208-99848623832a,Giod,5
c0792d1a-a319-4b58-8e05-15be7e8104d1,I advise you to enter the Islamic religion because you are immersed in the lusts of the world,1
2508dbca-0c57-4946-a0f0-e05bc31e3804,"Why to sign in first? I want to check the list of shows and then I'd decide whether I want to pay or not. And, I like anime and most of the anime are not dubbed on Netflix for me. So I don't know if it's for me. International content should be dubbed in English. Or the common language if possible. But English does the job.",1
1893a3a8-0554-4e4e-8439-758ba97b335d,It's good,5
b2dc4a70-bad8-43a3-92fb-ff6982ead05b,No download,2
d99a2b9c-064d-4095-b5b2-eaf6b2ea5393,Good,4
1d49d39d-22f5-492f-8afb-feaa60e5b68b,sick of updating on my laptop,1
fb5264bf-a6da-47a0-b58d-64cf8b03f486,It's malfunctioning... Now it's getting really frustrating,3
71c0da17-9c2a-4446-b5b5-903f9f0a7670,I love Netflix but payment method only with cards add paytm aur phonepe so teenager can buy easily subscription,5
f9605555-8e50-4615-84fb-7a90a0577032,Everything is awesome!,5
2d4eac52-e831-49cc-bdca-aaecbdaec0d9,Very good,5
9e98a0cf-ac06-4f08-972e-7445eceff119,Good,5
73f60cef-7502-4ee6-8994-1a8ada66c235,I am rating this because Netflix there is a show called dead and and there is a guy guy and ruin my childhood am not saying that gay is bad thing but am saying that it ruin my childhood sorry.,3
cf834546-6445-4de2-bbb1-ceeb319129a5,🔥🔥🔥🔥,5
eb65432a-47b2-47f0-a6c2-f5cd4ca65c44,Awesomely Awesome 👍,5
4b45063f-ef2e-400b-bdff-5504938e2228,Netflix and chill,5
ae6f7a5d-7018-41a5-a665-ee2c562fd8b4,This app is useless. Does not even open. Its forever loading. Weeeh hayi,1
06aac3a4-2d15-479d-8de9-170fd51f8a38,The app is not opening on my phone,2
14626b7a-8c1c-4254-8dcb-4eabf41bb767,Good,1
26d9ca36-2cc4-40d8-b8ba-cf8ccda3b3b5,"Unable to watch my downloads. Maybe it's an App thing or maybe it's a general Netflix Advertisment thing, in either case I don't like the way the new automatic download Advertisement is affecting my access to what I have already downloaded. It seems that unless I turn on the automatic downloads and configure it, that I am unable to decline and get past it to access the videos I've already downloaded. It's like Netflix is forcing mobile users to configure their suggested auto downloads.",2
45aa6399-71bd-4336-ab6e-351d3430ce44,Og movie app,5
c1a56df2-e892-467b-a5ac-a4542190d30a,Legit app i like it,5
87797cd0-83fa-455f-a758-5369529015f7,Very bad teacher,1
993fb643-6935-4123-8d69-9376526f3a16,Always crashed in samsung a53 5g! Fix it! Last night i can download and waych HD movie but today it's only SD!,4
2f3ba0aa-8724-4a18-84c2-f7c31ddb9a0e,Amazing,5
3a5d7e0e-e01f-4854-af36-924b5e88fcce,I love this app although not all shows appear its ok,5
623f764d-0ed0-41ba-97fc-d1ad64509aa7,Screen to dark on s22 . Increasing brightness slider has no effect,1
a92b0b9c-c844-45a9-b9ce-2de38710990e,"This app is not working.When i tried to sign in caution shows ""You are almost there""Please fix it",2
89ba78ea-f942-4d04-91d4-ff174cf3a00f,awesome,5
