Id,review,ratings
8723bf63-32b3-40d1-b4b7-45fecbe8760c,"Zuckerberg said lately that people use Facebook wrong. His opinion was that people shouldn't use it to consume content but to socialize. I thought ""huh maybe he's on to something"". So I unfollowed every grup aver public figure. So now I'm bombarded with sponsored content and suggested groups, even though I set the group content to be showed less. The worst social media there is. I simply hate Facebook. It's laughable.",1
c895a168-1cfa-40cb-9cbb-9c5f1bc48fce,Good app,5
bea92459-caa9-4ecc-886f-13fd136e9257,Incredible,5
42ca2025-5b40-4b7a-8e80-d3c6f7a112e7,😎😎😎😎😎😎,5
9b95a5bf-a73e-4b29-a555-25ad30c9ed96,dze,4
c84ee44c-4965-4665-ab19-4a7b3a516e41,Gd7t,3
d5b9ae30-21ba-46f3-a68a-12312a10ca03,☺☺😍😍😍😊😊,5
124dc3c3-34e7-4bca-8308-9708509d5fc2,Good app,5
7e31bdc3-bdbf-4882-9336-94edd693afe5,App Should not be on cell phone. Paid out twice from stolen info. This app will also damage your battery.,1
8e10bcd6-6e90-4d23-a168-a3de7b2dd655,Ok,5
c5293201-f417-4d8f-8407-930e403a92eb,Nice,5
5dcb6ddb-5638-41b8-99d8-db0211f91eed,So nice but network problem to not found,1
403a2682-f3ae-4d5c-b2d2-177b2cffe63b,"Facebook is my BFF. Every time im lonely i just open the app and chat with my friend.. but this time i really don't get why i always get Restricted for no REASON. no chat, post, comments and Etc.... I AM VERY DISAPPOINTED",1
d54d5744-a104-4f53-88df-47da8edd5601,It's not showing followers and following of my profile.,2
ddf10f35-b775-4ef9-89b2-8bd538956150,.z the of.,1
ad81076f-c5b8-4719-b171-4f54b3bf586e,Pathetic!,1
fb7348a9-4692-4378-b2c5-b8b6d45a7741,Op Facebook bro,5
49d899e5-e89b-4285-a355-aa4496c0c5e8,Good app,5
48bb6c0a-aedb-463e-bbfa-0765619ec2f5,Good,5
1e19d6db-e469-4d4c-85bf-ed6b312bd924,Pp,5
a1ca0a24-b47f-435e-926e-dbe070a36c76,"My feed is now 75% (37/50 posts) ""sponsored"" or ""suggested for you"". There's no reason to keep a scroll-billboard installed.",1
7a90ac62-193e-4715-ba4f-f2c2bef9bf81,Excellent,5
c3b99cde-7d7e-4f60-8a4f-ca3971558bbf,One problem confirm your identity please change this problem get code on Gmail,5
7b6e677f-54f2-4202-a2b3-e9038784ee93,Not working this app my mobile.. why reason tell me,5
5ec07d94-44c5-4d4f-a37d-0506d1d56158,This app has badly turned into garbage zuk fix your app man or people will start goin elsewhere,1
584c9b7b-9ebb-43b6-a573-681a2276c14b,Nice having this,4
012313c7-ad16-46ae-9324-e1130915d6dc,Nic,5
e1657cc4-cb56-424c-878b-d26f140f2b9d,Premkumarnishad,5
b0af9f46-3ac6-421e-869d-8e9f2cc50198,🤗🤗🤝😍😍🔥🔥✨✨✨⭐💫🌟,5
4e02bff7-cf6d-4854-9fb6-c52c3740d4d6,It's social media at it's best and worst because people can be nice and cruel Both at the same time but it's helpful also for the most part getting acquainted with people you lost contact with it's great for that and social news is great also,5
8828d417-1547-470e-9761-3d8249e4cd95,Ok,5
706bdd17-897d-456c-8a45-e6a71e1d024d,Works as it should. Some GIFs not showing up.,3
56e1fd58-ed11-4edf-bf20-4bef1a7d1e4a,"Nice,,,,,,❤️❤️😍😍",2
8171d4ec-fb6c-4a96-a321-c0d878f45883,Free free,5
dacd3436-0db2-42a4-8721-1cacd0fd0121,I did't know the reason the app stop during i use this.,4
17bcf14f-e775-4cf8-9990-7d4ebdafee4c,Alhamdulillah,5
92b2c0f4-7947-495c-a814-4e9ae4cc2ea6,Nice,5
51ed46cb-fc8d-4000-bd29-73e5f57aabd1,Nice app,1
489e5785-a9dc-41f1-83b7-d1b45dde2503,Subscribe,5
10d1e54c-c68d-42f2-8a1e-c2d2e85b4235,I like Facebook,5
42bf3bc1-2d85-49a7-8864-cfd8498cd3d5,Can you improve the way we got back the old account . We can't access number phone and the emel also. Please get another way to recovery our account. The help center can't help us anymore. It's useless.,1
9b3a7aed-944c-476f-823a-8994aa86215b,I've found this app to have a lot of glitches and it's stuck running a lot so that I can't enjoy it and I've been seeing from the beginning that nothing much has improved in it. And Facebook team already blocked my personal old account and you need to work more and more on your working system and you should also see how happy people are with you,1
ae4eddad-4aa9-4401-a99e-3663af44613d,❤️,1
23ae17c1-1508-4c01-a027-9ccaedb49f53,Nice,5
83a39a0f-c6aa-482b-ae55-4945a6cfd54d,after updating again shows that u are using old version,1
4892e296-d826-42a6-a4bc-ed18011f678b,Pl,5
c6d6e9ff-3f1a-4378-ae68-3f22ee05a8ea,H giotto zrrz,1
2ff35767-3825-4d2c-8b83-f52ac3e74ee4,ജിപ് r🙏ഡിഡ്ഡ്ഡ്ഫ്രഗവ ബ്ബബ്വസിസിഡിഫ്‌എദഫ്തഹ്ജ ബിവജ്വജ്‌ബിന്മണ്വബ്ഞ്ഞ്ബ്ബ്‌ജി 356&&77& ഗ്ങ്ജാഗ്ജഗ് ജിവിഎജ്ജ്ജ്ന്ന് ഉഉച്ചജ്ജ്‌ജ്ജ്ജ്ജ്‌ജ്ജ്ജ് ജ്ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ്ജ്‌ജ്ജ് 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 ഹ്ഹഗ്ഗ്ഗ്ഗ്ഗ്ഫിയബ് cbbnbvchhccnvchhbghnhfgjhfghggfghhj,2
27985077-b090-4724-8df3-430051ea7bbe,Excellent app,4
83f7eb3c-53a6-41bb-8aa7-c36ed2109914,Ok,5
f281fd82-e93c-41c9-9aec-24c6856dbe3d,Facebook Ff,3
a6d25f7b-a7b9-4afb-abee-824b0997577f,Tha ri aadi chodu,5
937a112c-eae3-4286-a5ef-8cc0bf88747f,গুড,5
51b24b30-b7d2-4767-854d-aa5b80471d06,My personal Facebook account is disabled which I used since 2011 I need my id to recover faster,1
ca336e57-e031-4aa6-a787-543d9b539079,very good,5
e74323e2-a959-4aa3-a667-54e90f0e040e,So nice,5
c0f5b87b-dad3-4b40-a293-c008f85e03e2,"No mention of what's being updated.. I know.. an update to spy even more on ones phone? So many constant updates, to what end? This app has so many ""triggers"" you can force stop it, but eventually something else will ""trigger"" it to start.. that's because it wants to spy and monitor all activity.. this app is DANGEROUS and is why I'm considering to uninstall it.",1
0e1eace0-1141-4308-b01f-39c036b5c560,Hello sir your seasutity blocked my facebook friend unfriend poblemplease unblock facebook theam,5
68e922d6-9044-4a45-a5d8-8a3fe52c014c,Sometime glitch in this app! Very disgusting 😑,1
390a1ff3-dda4-495b-b59d-84909b69b582,Good work,3
dd815e12-4148-4d71-874e-11da3ed7cbaa,M k 302,5
3bb8146f-7bcd-4e3e-b8d2-7e18a97eaca2,Facebook is a vary vary liket,5
504511c4-f802-49d2-91d4-46bd94a12570,Ok,5
91a991af-d9f6-429b-8d17-e182a0e02308,Nirob,5
a3f0c29e-cbad-4f07-aef3-aa233119bf74,useless app,5
855b0ca3-8bf9-4480-a763-d3f5d4d50bb3,Very bad app Girls do not reply on this app 🤣🤣,5
21bab310-8d56-4b7b-aef1-7bfd37a87fdc,Why i cant chage my password? And why i can't open my account in other devices? What are you guys doing!!?? I now changed my phone number but Facebook is not sending a code to me,1
3fb7d544-a61b-4fd2-a74a-bfab54a8cdc6,Facepook,3
115ae406-f407-438a-bb1f-ccb271c8d46d,Post reech is very poor,1
0229b245-d86e-4ca2-8ebf-b19afe9b6782,I love you😘,5
b824c85f-24e2-41a1-86cf-510011015aef,Wow,1
8a09e26b-a370-4879-aee8-0c873b6a2b84,জীবন তেনা তেনা হই গেছে। হো*গা মারা খাইছি এই এ্যাপস এর জন্য। বাকি জীবন ও হো*গা মারা খামু😵 দারুণ একটা এ্যাপস🥰😍,5
b3c05fc9-7fc9-4e6a-b672-99895d1657a3,Is AGood app,5
446f4100-c176-4759-ba77-c87774bcee75,Nice,5
105a266d-e8b4-4796-ab4b-582ab77ceba3,Thank you,5
23d67995-b08c-4f42-a65f-e3853361e511,Good,1
4a4224be-f4a1-4b2d-b35c-c84e54e847c4,Saddammobile beglola,5
66e8d949-5b3e-4761-97bd-4e0866e799a7,Xx xx xcd...m mmm m mx youm mm k momsmx,4
42a15685-eda1-49b4-af17-e8b8c08fc204,Update problem,5
d61b33ee-f130-4a7e-bc56-d2e0e6a688e5,Wr tee4re,2
ae1f8479-0e6a-41b8-8688-41ad5c4e6e6d,Even in a 50 sec video they are pushing multiple ads. It's getting worse day by day.,1
d9921e77-a0bd-4c14-b6b9-cb2c1cbb1ce3,MAKSUD,5
5d68893a-ddcd-427b-9438-a9d3d36a2480,Did duto,5
ea3208c2-bf17-423f-90c5-b7c5662a6d10,Cannot see tagged responses,1
14dd4ed0-cde7-4f94-bc8b-7dbadf3013a2,Op,3
0a0d576b-dae7-4b6d-a59a-12d78b9e4c38,Good,4
9c38fede-8ca1-4fba-a4b7-76f425a99a9a,Md Sohel Rana Babu,1
dda07017-1389-4bb9-b749-9b65c5ce87a3,Great experience,5
334569f5-1ecf-486d-b3b1-00726695548f,Good,1
d9d55011-5adf-4b3b-9ca4-01b66214744c,Good app,5
b125d1be-4ee3-4d60-af9b-45c62d4ef7b7,It is not working.,5
472fff3e-79a1-435c-8c8d-c9323c839c11,I love it,5
66280ec2-ffd9-4f03-988f-de7274cd0ad9,Nice apps,5
67e6bf1c-8208-45a0-acc0-e33854713648,Excellent,5
54313897-ab15-4a93-b966-37a0324aec97,Lovely,5
59d9a2b7-20fe-4424-afba-7186bb27f17b,Good🐱🐱,5
5a967502-37c1-447f-b410-d8ba9dd91575,Excellent,5
6b3b731a-4643-4314-9189-34e78777af51,when my friend add contribute to his album this is not show to my album,5
69ecc8fa-9d6c-48de-8c23-a26ff4dc253c,By jni,1
0fc923e0-88ef-404b-b18e-6f4ffeefd551,Very beta,5
a0095e38-a621-4f1c-9d43-cc86fe229311,"I cant open my facebook account in facebook meta, please elp me,",5
a95e1d81-a00c-48b5-80ea-96b0698f3d74,Good,5
7958de0c-38a2-4f8d-ba9d-8a44bb206eb7,Vheri fast,5
bbcae220-cbdf-49e1-a348-eaea71bdfe9b,Ranjeet Nayak,5
d90488ef-a1b2-4604-92ae-f3a2393e89e3,FaoebookLite,5
1b96aaf9-4e46-4598-be74-87346c9c45fd,Not Download Facebook you loser app 😂😂😂😂😂👙👙🔍,1
584d5c83-ded6-424d-8f47-78372168dc84,"I will say this to mark Zuckerberg because he is crazy,why will he refresh my father account,no star,my father business account",1
a074bff2-be94-4ae6-8bf4-fbe2db22c648,Greatly,1
882d024b-0161-4929-ad2e-1f0ab54adc62,ھھھ,5
683afdca-c521-4a42-9f7b-d396c152b120,Nice,1
899993cb-f098-4276-8256-e09afec6143f,I so like this app💖💖💖,5
5466fe35-0680-4e79-bb0e-a27f7044bb4e,Gusyoiysdd upstairs guddi oxidised hardick ramveer meena,5
26a0c814-954c-4f49-9937-7b64bc7afd09,Yasir zaib,1
f8a3a4a6-ae38-4318-a52f-c3e220e39b31,Like my,5
c9587891-e445-457e-8fe4-28f1c470cb3f,taniyakhan20104@,5
2788cb48-2f3d-446c-98d5-10ab09c56b02,عمدہ,5
785d27e5-dba6-47af-b553-d066f7115e7c,live streaming button for video quality and maximize video missing. on lenovo z6 pro,5
f3769564-8186-4a38-8891-089ec027a20f,Good,5
fb5b01df-7f44-4488-b1ea-95d124cf9bcc,You keep on restricting me with no absolute reason. Do your job properly.,1
3a06a6cf-81c4-4877-8326-375c36381e56,This good app,5
1ae5687a-f778-4bd1-bf0f-eb01b8b7a7ad,tngnm mark,1
0436cff2-3b2d-41d2-a38f-e161bf0466ce,good,3
ae5558ec-5cba-4add-a6ca-3d113e4d7415,😃,5
648d94c0-a642-464e-8db1-82e2317b9933,Nice app,5
72da6a0a-6e3a-45b8-8b3f-c95d038dabb4,Yadav❤️🥰,5
100f1726-b04a-4f32-acbc-9ae745821ca6,nice,1
f48746fa-56e1-4b31-90b9-043d48bbcd75,"I tried to change and add the name and change the password, then had to wait for the passcode from the application via sms, but it's been more than 1 hour and still not given a passcode to change personal data. this is so bad",1
10158669-b6f3-47f2-b4c8-57b3e4d20639,Jkkkk no k ki ok I'll k Mike in k I'm.jsfasfhfhfSff was sfaßpphggsßjsjjj,4
4e1aa081-80e5-4482-b0e2-fcdc4b105035,I recently facing an error . My account is not logging out . Whenever i tried to log out and click on the log out button it immediately refreshes to the first page . Kindly fix the bug ASAP . And moreover there are too many suggestions and ads .,1
8041372a-3022-43cf-8222-61d07a80bfd9,1err,2
5a1d023a-a3f3-4c59-94a7-bf3f77872d12,Nice,5
b58e7e72-fea5-4ee1-9f3c-68aeae394a6e,Superಗುರು ಮಸ್ತ್ ಮಗ ಮತ್ತು ಮಜ,5
2138af9e-c327-4e5f-b423-1539c52c3eea,Good app,5
30809d00-6f2d-47ef-aa87-4db444377861,Facebook app is a godsend,5
663c4298-f250-43d6-919f-637d25daea3d,Iphone iyit9iu67t5,3
c0bf0b56-245a-46db-948c-8d11aa74ca9d,Thank you very much,5
6d1a7a5c-2d10-46e1-81d2-2c0096df03e4,Good Apps,5
78190078-c328-45dd-8947-4baf854a9849,High,5
64d8fe7e-34ab-4c35-9304-e706f4280bef,"THIS APP BECAME HORRIBLE NOW, THEY'RE NOT ALLOWING ME TO POST OLD UNKNOWN SONGS INTENTIONALLY, TO RUIN OUR OLD CULTURES !!!! 👎🏻👎🏻👎🏻👎🏻 FACEBOOK IS DOING THIS HORRIBLE SABOTAGE WITH ME !!! WE ALL SHOULD BOYCOTT THIS MEDIA NOW & SHOULD AWARE ALL PEOPLE WORLDWIDE ABOUT THIS SABOTAGE !!!!",1
8db43bcc-9ad0-4ba4-bb43-628460856ea7,Top facebook 😋👍❤️❤️,5
5441788c-1bc3-4eca-a117-87dfc04949c1,Owsom,5
907b7890-3ce4-4aba-9057-9c3ae104f9e0,There are lots of glitches,2
4d44a312-462e-4a87-85be-61d02b7643d8,Nice,5
7df7eb1e-9b34-4771-9914-ea2ed85b1bd7,Xxxxxxxxxxxx video,5
1e469e0e-e885-429e-89e5-59bd6344f6a1,Sonu Kumar,5
1ce23331-640e-476c-9682-5571b6675dbf,Ok,3
f01157a8-d368-4241-9857-108298fe46db,Not god my professional mode on profile is not showing,2
c4df8e0f-9c69-49ff-a632-206fbf6c8b13,"My last update was 9 April 2022 facebook keep opening on reels, and won't change to stories and keeps opening on reels...... A week ago an update came through everything was good, 2 days ago reels opening again and stay there, please I want to open on stories thank you",3
933b706b-e1f1-4f04-97db-221838332464,Very nice ❤️❤️,5
b2e6b562-2d83-4d7a-a4d0-1b2147724281,Good 😊😊,5
dc340e5b-c440-4e54-8c40-7743ee02b12a,Find,5
a49bbddb-a940-442c-ba53-8a33c3c5e5f4,Very good app,5
54f2d89a-dc06-4535-a0ff-fba569822044,Nice,5
c0a69fa4-1546-44c4-af31-4b22a7ca3f14,".. 🇦🇨9p , .. . .. মনে.",5
ae9984da-0c8e-4704-9342-9ec36c7e544a,shame on meta facebook co.,1
b4b7d683-3505-459d-a1b3-0ff414f53d75,best the way of life,5
3718fb8f-1410-414f-9480-1e5b0bcb4f1b,ʜɪɪ,5
46d049d0-1ec2-44fd-9830-d9b5c62988aa,Good,5
2f97638d-9547-4f5e-b7ef-a7a76f4ba0d5,Good app,5
57db9a74-8861-47e7-a5c7-3168d989f8c8,My favourite,5
6e8dbd37-195c-437d-ba29-e2c790488fe8,All that bs sensory of all the wrong things,2
0280ce9a-a9c7-406e-8c5c-7dfc7a0c96d8,Raju das😍,5
cddf51df-54b7-44cf-8c75-2375f44d8a47,Constantly glitching and crashes after the last update I did! Absolutely annoying!,1
60ff4c32-db9b-43ed-9219-57ffbf4bc978,Nice,5
8c19fbe8-8e03-4646-89ba-478bd5ae2d8e,Over the top. Control freaks. Becoming communist.,1
d2838d05-ea85-4f57-a3c5-422ac6ab58b8,suriyvaigiri,5
259b5d30-9889-431d-b8eb-38242d0eb164,جانی میری بندی نے مجھے بلاک کر دیا ہے ،,1
8ca14a28-d3b9-4f00-80d7-81d8ea0c9b4c,"I uninstalled Facebook some days ago, and now I am unable to download it from play store. It is not about the internet connection; whenever I click on the install option, it always shows ""pending"". What could be the possible problem?",4
ea6cadae-9871-44e8-82e3-928deea8c5e4,Excellent,5
7114356c-fc01-405c-a2f1-de51b2bbf696,Mminmmnnnmňmmi,4
d28a4d0f-72c1-4809-9011-fdb7854269f3,Fxooh Hi,5
0b42122b-39cb-4675-8609-fc132590dd93,Wow,5
16b7fb91-10b9-45d1-a14c-80e46fceed52,Eee,2
57422369-ebb3-4380-a337-12a8271cc242,Thanks for fixed the bugs,5
f0b17251-4c5e-469c-b4fa-8756ba3f5023,Be,1
5c330534-090f-4822-b13f-42d2ec31f537,College man,5
5ecac837-f945-4020-b328-f1a5cc3d998b,Good,5
576ab7ca-360f-4550-b952-314a8d9b2e33,Sameer,5
92076a6a-06dc-4585-96de-2e0f7f71178a,"The recent update on the page tab is terrible, but please can that a tion bottoms at the top be moved to the bottom just like IG and FB ios.",2
fd32f569-9dfd-4c99-85a7-eb1f14299d15,🥰,5
4e030f02-201a-418c-9faa-6a82a8d50920,PLEASE ENABLE MY FACEBOOK ID NAME UMARSHAH (GIVE ME LAST CHANCE.... MAINE POST PE COMNT KIA THA OR RULE K KHILAAF POST DALI THI SO PLEASE ENABLE MY ID🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏. Plz Open my old account ☹️🙏,5
c0df7d96-c75b-47f6-a849-94c37faedc4a,Yh,5
e55ff5c6-8d95-419f-9170-0d124e06e417,Not happy with market place keeps going back to the start on me,1
972dad9e-5cd2-4cd2-bee4-402c4b44bb85,Cuta buba,1
6b6974f7-8f79-44c7-80a5-d6b0fa3d868a,Good,5
140358ce-c02d-4167-b158-13805ed23c2e,"Too much advertize, its annoying.",1
1742605d-fef2-4342-9b74-5ffa839bcabd,AofOgoqhogbiuo if bnjo Clio Ocjoooojongut fucboaan g OMG🌱🍯🌱🌱🍯🌱🐝🌱 🌱🍯🌱🌱🍯🌱🌱🌱a 🌱🍯🍯🍯🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱 🌼🌱 Hi honey! 🌱🌼 🌱🍯🌱🌱🍯🌱🐝🌱 🌱🍯🌱🌱🍯🌱🌱🌱Vb 🌱🍯🍯🍯🍯🌱🍯🌱 🌱🍯🌱🌱🍯🌱🍯🌱Vvoichocao 🌱🍯🌱🌱🍯🌱🍯🌱to o 🌼🌱 Hi honey! 🌱🌼 Good Night 💤🌙it Ouija) gjooo 😊 Sweet Dream 🌠🌠🌠🌠🌠🌠🌠 ☁😊☁☁😊☁😁☁ ☁😊☁☁😊☁☁☁ ☁😊😊😊😊☁😊☁VP vvvvvjj ☁😊☁☁😊☁😊☁ ☁😊☁☁😊☁😊☁ n.,1
b14f0647-e77d-43db-a054-eb3c61651332,Asmaulnadab,5
7bea808a-3536-4ec0-a53e-f6050f23dad8,Satisfied,5
9c96e8f3-8239-4618-a528-7bc6bfc7027a,Yes maganda,5
111cacd9-2777-4c99-8e89-526e7781fa83,I like this app is so good and easy,5
f1116952-437f-4718-8a21-eff372e10456,I wanna voice comment.,3
864939c2-67ea-4fac-b4fb-6c08bbc8b282,As the abbility to reaching out to available idvisdruals.,4
a12b486c-e08d-460a-ad83-3280238a4edd,Veryfast,5
5b4e7b8a-0caf-4445-9dc9-5ba6444c0af7,💋 💋 💋 💋 💋,5
b91b4a4c-85ea-4bd2-88d0-563284e4d258,Peysbuk,5
81237384-9aef-42c6-9da9-3e72ec0023d2,Uhx,5
568d1a14-1427-420f-b3c5-f5f66a74e28b,ျမန္မာျပည,5
34f30faf-848e-4e1c-87f7-9a524683cb58,Brilliant app,4
d53e5e1c-112a-41ab-bf8d-ac444027360a,Very good,5
0c17ba8e-2322-40b3-938a-95d91b31f1ec,"Please add the option ""only me"" when changing cover photo.",4
dcb2330b-22be-4bc3-984d-fa2087a7fc48,Good,5
0952da5b-58a2-4b9e-9be5-bd647b44b2ff,Good,5
a624de4c-7c99-480c-b253-7e4c52d8d770,Best🤎,5
f954461b-06c3-4bf9-bf12-272c4f81df6c,It's good but it sometimes lagy and if you will go to settings it will said trouble loading but my network signal is good,3
bc184236-10ec-43b5-8888-e4442c8fb1d8,Right,5
5c56211c-e5cc-41bc-bdb7-62487a58f40f,Best off Wald 💝✌️,5
77bb9af3-ea82-4b29-8214-8376e8bb503d,Nitish. Kumar,3
ebc7a454-87cf-410c-bd8a-f99707642c8b,Is the nice app where I spend some of my time and thank you so much for the services it's offering no matter sometimes it it's work well,1
80917a77-d8cb-497d-841b-a385786dde31,Good,5
5e085f89-d7c8-4cb4-bd72-ada9c29f1720,I love THIS... ❤️,5
4f342600-4d95-4870-a1bb-b0c957d53e7e,My fb in not log in other app.,1
40a752d0-6fc5-4787-a971-5b2d8114a880,🙃🥰,5
499ae603-2ef7-46ef-93c2-e6baf4570395,jko,5
d1d2b441-c43c-418e-a6f0-9956c31f4d05,Good,5
e6a07a89-916e-4623-9681-e3077be3a4a8,Too Intrusive,1
9aacde7d-452b-4823-8612-a77e97483574,I liked,5
1613a84c-bb01-46fa-9775-f170afecb4df,Marimuthu,1
71f5c2e4-aef8-4377-8673-e7fc9d641dfd,Anas khan,5
36e26ea5-1da2-45ca-8d7a-ad1d63825a2c,Not good bcz likes problem,1
b468903b-d443-45d5-80b2-1a2fda460506,Good,1
